"","종목코드","종목명","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물..일련번호","총카운트","시장구분","산업분류","현재가.종가.","전일대비","시가총액.원."
"205","020560","아시아나항공","-",4135,"1,227","3.37","5,607","0.74",0,0,1860,NA,"코스피","운수창고업",4135,-60,848647940690
"206","023590","다우기술","-",18850,"2,648","7.12","23,560","0.8",300,1.59,1870,NA,"코스피","서비스업",18850,0,845735730450
"207","192400","쿠쿠홀딩스","-",118500,"57,026","2.08","67,311","1.76",4100,3.46,2136,NA,"코스피","금융업",118500,-1000,842823784500
"208","267270","현대건설기계","-",42700,"5,569","7.67","59,535","0.72",0,0,2163,NA,"코스피","기계",42700,900,841223861100
"209","000250","삼천당제약","-",38000,"704","53.98","6,620","5.74",50,0.13,1,2227,"코스닥","제약",38000,450,840020894000
"210","240810","원익IPS","-",20100,"2,311","8.7","7,595","2.65",200,1,1194,NA,"코스닥","IT H/W",20100,400,829596063600
"211","036830","솔브레인","-",47550,"2,532","18.78","37,072","1.28",700,1.47,257,NA,"코스닥","화학",47550,-950,827287786050
"212","085620","미래에셋생명","-",4610,"1,541","2.99","12,336","0.37",170,3.69,2034,NA,"코스피","금융업",4610,100,816044631290
"213","079550","LIG넥스원","-",36950,"-","-","27,454","1.35",500,1.35,2019,NA,"코스피","기계",36950,3250,8.129e+11
"214","285130","SK케미칼","-",70000,"-","-","53,425","1.31",0,0,2176,NA,"코스피","화학",70000,200,810589640000
"215","001060","JW중외제약","-",40750,"-","-","12,302","3.31",275,0.67,1373,NA,"코스피","의약품",40750,250,807072495000
"216","002270","롯데푸드","-",709000,"74,827","9.48","587,907","1.21",22000,3.1,1443,NA,"코스피","음식료품",709000,-8000,802495830000
"217","298020","효성티앤씨","-",185000,"-","-","-","-",NA,NA,2182,NA,"코스피","화학",185000,-500,800621170000
"218","039130","하나투어","-",68800,"1,172","58.7","17,628","3.9",1500,2.18,1947,NA,"코스피","서비스업",68800,3200,799193528000
"219","052690","한전기술","-",20900,"558","37.46","11,958","1.75",220,1.05,1969,NA,"코스피","서비스업",20900,400,7.98798e+11
"220","284740","쿠쿠홈시스","-",177500,"503","352.88","78,341","2.27",0,0,2175,NA,"코스피","서비스업",177500,1000,796525215000
"221","140410","메지온","-",92000,"-","-","6,373","14.44",0,0,966,NA,"코스닥","기타서비스",92000,1800,795037136000
"222","105630","한세실업","-",19850,"1,100","18.05","11,892","1.67",450,2.27,2081,NA,"코스피","섬유의복",19850,1100,7.94e+11
"223","022100","포스코 ICT","-",5210,"276","18.88","2,629","1.98",75,1.44,118,NA,"코스닥","기타서비스",5210,-340,792100938090
"224","082640","동양생명","-",4770,"1,327","3.59","14,974","0.32",360,7.55,2024,NA,"코스피","금융업",4770,-20,769680450450
"225","027410","BGF","-",8070,"74,964","0.11","21,952","0.37",200,2.48,1893,NA,"코스피","금융업",8070,-40,769629274530
"226","103140","풍산","-",27350,"5,375","5.09","46,640","0.59",800,2.93,2077,NA,"코스피","철강금속",27350,100,766464003300
"227","183490","엔지켐생명과학","-",98900,"-","-","3,593","27.53",0,0,1038,NA,"코스닥","제약",98900,3800,764371594800
"228","048260","오스템임플란트","-",53500,"726","73.69","7,909","6.76",0,0,385,NA,"코스닥","의료·정밀기기",53500,500,764285859500
"229","214370","케어젠","-",70900,"2,376","29.84","21,579","3.29",1200,1.69,1110,NA,"코스닥","제약",70900,-600,761678700000
"230","069080","웹젠","-",21300,"965","22.07","7,624","2.79",0,0,607,NA,"코스닥","IT S/W & SVC",21300,1200,752121829200
"231","005690","파미셀","-",12200,"-","-","959","12.72",0,0,1604,NA,"코스피","의약품",12200,400,731499190000
"232","086520","에코프로","-",33000,"-","-","6,636","4.97",0,0,716,NA,"코스닥","IT H/W",33000,-450,728976303000
"233","093050","LF","-",24850,"2,519","9.87","37,363","0.67",500,2.01,2054,NA,"코스피","섬유의복",24850,-200,7.26614e+11
"234","058470","리노공업","-",47050,"2,672","17.61","14,955","3.15",1000,2.13,500,NA,"코스닥","IT H/W",47050,-1150,717153508500
"235","006840","AK홀딩스","-",54000,"7,727","6.99","52,954","1.02",650,1.2,1650,NA,"코스피","금융업",54000,-500,715368294000
"236","005180","빙그레","-",72500,"3,349","21.65","53,683","1.35",1250,1.72,1583,NA,"코스피","음식료품",72500,-1800,714214972500
"237","008060","대덕전자","-",9100,"855","10.64","10,658","0.85",300,3.3,1678,NA,"코스피","전기전자",9100,220,709863445200
"238","037560","CJ헬로","-",9160,"373","24.56","12,746","0.72",75,0.82,1945,NA,"코스피","서비스업",9160,-40,709413283400
"239","006390","한일현대시멘트","-",42150,"3,670","11.49","12,492","3.37",0,0,1639,NA,"코스피","비금속광물",42150,650,706372629600
"240","014820","동원시스템즈","-",27350,"2,759","9.91","14,935","1.83",500,1.83,1805,NA,"코스피","화학",27350,150,700666275850
"241","083790","크리스탈","-",17300,"-","-","2,555","6.77",0,0,697,NA,"코스닥","기타서비스",17300,-50,698884258200
"242","115450","지트리비앤티","-",28200,"-","-","1,662","16.97",0,0,882,NA,"코스닥","IT S/W & SVC",28200,500,690669803400
"243","001230","동국제강","-",7230,"49","147.55","23,619","0.31",100,1.38,1383,NA,"코스피","철강금속",7230,160,689978688510
"244","000370","한화손해보험","-",5910,"1,519","3.89","10,145","0.58",150,2.54,1336,NA,"코스피","금융업",5910,240,689926987650
"245","004800","효성","-",50000,"11,575","4.32","123,059","0.41",5000,10,1562,NA,"코스피","화학",50000,-3700,689757550000
"246","093370","후성","-",7420,"320","23.19","1,910","3.88",0,0,2057,NA,"코스피","화학",7420,250,687142596980
"247","271980","제일약품","-",46600,"73","638.36","12,109","3.85",70,0.15,2168,NA,"코스피","의약품",46600,2650,685247035200
"248","006040","동원산업","-",203000,"49,609","4.09","269,402","0.75",4000,1.97,1624,NA,"코스피","어업",203000,-4500,682729600000
"249","034830","한국토지신탁","-",2700,"682","3.96","2,834","0.95",100,3.7,1933,NA,"코스피","금융업",2700,-60,681720921000
"250","200230","텔콘RF제약","-",8280,"-","-","1,512","5.48",0,0,1073,NA,"코스닥","IT H/W",8280,160,681693087240
"251","034310","NICE","-",17950,"1,388","12.93","14,726","1.22",130,0.72,1929,NA,"코스피","서비스업",17950,50,679987285000
"252","005850","에스엘","-",19950,"2,810","7.1","28,436","0.7",400,2.01,1614,NA,"코스피","운수장비",19950,-50,675608545500
"253","000070","삼양홀딩스","-",78500,"4,871","16.12","154,881","0.51",2000,2.55,1312,NA,"코스피","금융업",78500,900,672295273500
"254","000640","동아쏘시오홀딩스","-",109000,"5,311","20.52","148,700","0.73",1000,0.92,1348,NA,"코스피","금융업",109000,1500,669074046000
"255","030190","NICE평가정보","-",10950,"512","21.39","2,825","3.88",140,1.28,168,NA,"코스닥","기타서비스",10950,-300,664827279000
"256","071320","지역난방공사","-",57000,"6,035","9.44","158,025","0.36",2820,4.95,2000,NA,"코스피","전기가스업",57000,-500,659988408000
"257","033180","필룩스","-",12200,"144","84.72","2,879","4.24",50,0.41,1917,NA,"코스피","전기전자",12200,200,656688119000
"258","092040","아미코젠","-",34100,"-","-","4,648","7.34",0,0,760,NA,"코스닥","음식료·담배",34100,-100,654430491000
"259","048530","인트론바이오","-",43100,"-","-","2,662","16.19",0,0,389,NA,"코스닥","제약",43100,100,648157712200
"260","241590","화승엔터프라이즈","-",10650,"747","14.26","4,262","2.5",35,0.33,2155,NA,"코스피","금융업",10650,600,644715535500
"261","002320","한진","-",53800,"-","-","59,896","0.9",400,0.74,1446,NA,"코스피","운수창고업",53800,1500,644236492800
"262","036420","제이콘텐트리","-",4460,"54","82.59","1,321","3.38",0,0,244,NA,"코스닥","금융",4460,140,642547659720
"263","018670","SK가스","-",70700,"11,566","6.11","164,161","0.43",2600,3.68,1848,NA,"코스피","유통업",70700,-1200,640129606900
"264","145720","덴티움","-",57500,"3,686","15.6","14,622","3.93",150,0.26,2120,NA,"코스피","의료정밀",57500,2300,636457725000
"265","280360","롯데제과","-",151000,"482","313.28","195,943","0.77",280,0.19,2171,NA,"코스피","음식료품",151000,-5000,635574402000
"266","001430","세아베스틸","-",17700,"3,560","4.97","51,205","0.35",900,5.08,1394,NA,"코스피","철강금속",17700,-600,634759506300
"267","263050","유틸렉스","-",87000,"-","-","7,846","11.09",0,0,1233,NA,"코스닥","제약",87000,11300,631931286000
"268","007390","네이처셀","-",11900,"10","1,190","805","14.78",0,0,34,NA,"코스닥","음식료·담배",11900,1000,631371148100
"269","003470","유안타증권","-",3140,"344","9.13","5,174","0.61",0,0,1500,NA,"코스피","금융업",3140,100,626733248640
"270","067630","에이치엘비생명과학","-",17200,"306","56.21","1,872","9.19",0,0,594,NA,"코스닥","기타서비스",17200,-100,624336350000
"271","073070","에스모","-",7070,"98","72.14","865","8.17",0,0,630,NA,"코스닥","운송장비·부품",7070,-100,618684211250
"272","267980","매일유업","-",78800,"4,652","16.94","37,786","2.09",450,0.57,1255,NA,"코스닥","음식료·담배",78800,-1700,618078674400
"273","007700","F&F","-",40050,"4,863","8.24","19,218","2.08",650,1.62,1671,NA,"코스피","섬유의복",40050,300,6.1677e+11
"274","039200","오스코텍","-",22600,"-","-","1,293","17.48",0,0,291,NA,"코스닥","제약",22600,-1300,615867786200
"275","052020","에스티큐브","-",23000,"-","-","719","31.99",0,0,427,NA,"코스닥","IT H/W",23000,300,614344743000
"276","141080","레고켐바이오","-",56700,"-","-","4,843","11.71",0,0,973,NA,"코스닥","기타서비스",56700,2500,600446309400
"277","031390","녹십자셀","-",50500,"61","827.87","4,118","12.26",50,0.1,176,NA,"코스닥","제약",50500,2600,598577156500
"278","065660","안트로젠","-",70700,"95","744.21","6,132","11.53",0,0,562,NA,"코스닥","제약",70700,2700,596690395700
"279","001120","LG상사","-",15350,"1,557","9.86","30,815","0.5",250,1.63,1378,NA,"코스피","유통업",15350,0,5.94966e+11
"280","039030","이오테크닉스","-",48300,"3,488","13.85","29,043","1.66",200,0.41,290,NA,"코스닥","IT H/W",48300,4150,593154235800
"281","200130","콜마비앤에이치","-",19950,"1,549","12.88","5,713","3.49",160,0.8,1072,NA,"코스닥","제약",19950,150,589393982100
"282","226320","잇츠한불","-",26850,"1,851","14.51","19,940","1.35",600,2.23,2150,NA,"코스피","화학",26850,350,588802107750
"283","243070","휴온스","-",71600,"3,848","18.61","14,029","5.1",600,0.84,1202,NA,"코스닥","제약",71600,200,584834886000
"284","045390","대아티아이","-",8210,"99","82.93","1,240","6.62",20,0.24,362,NA,"코스닥","일반전기전자",8210,70,584153995620
"285","272450","진에어","-",19250,"2,722","7.07","7,727","2.49",250,1.3,2169,NA,"코스피","운수창고업",19250,500,5.775e+11
"286","003540","대신증권","-",11350,"1,615","7.03","21,524","0.53",610,5.37,1508,NA,"코스피","금융업",11350,-50,576278090000
"287","078160","메디포스트","-",73200,"-","-","18,002","4.07",0,0,651,NA,"코스닥","제약",73200,1400,575968417200
"288","025860","남해화학","-",11500,"560","20.54","8,478","1.36",80,0.7,1887,NA,"코스피","화학",11500,0,571306694500
"289","019680","대교","-",6700,"466","14.38","6,440","1.04",240,3.58,1855,NA,"코스피","서비스업",6700,120,567509095000
"290","145990","삼양사","-",55000,"3,543","15.52","101,548","0.54",1250,2.27,2121,NA,"코스피","음식료품",55000,-800,565939165000
"291","005500","삼진제약","-",40150,"2,891","13.89","13,919","2.88",800,1.99,1601,NA,"코스피","의약품",40150,200,5.58085e+11
"292","001720","신영증권","-",59000,"7,931","7.44","68,060","0.87",2750,4.66,1415,NA,"코스피","금융업",59000,200,553787983000
"293","001820","삼화콘덴서","-",53200,"1,512","35.19","6,555","8.12",150,0.28,1427,NA,"코스피","전기전자",53200,800,5.53014e+11
"294","218410","RFHIC","-",24600,"293","83.96","5,587","4.4",50,0.2,1135,NA,"코스닥","일반전기전자",24600,1500,552170591400
"295","053210","스카이라이프","-",11500,"1,206","9.54","12,083","0.95",350,3.04,1970,NA,"코스피","서비스업",11500,50,549952609000
"296","208340","파멥신","-",80000,"-","-","422","189.57",0,0,1096,NA,"코스닥","제약",80000,1600,549840960000
"297","108320","실리콘웍스","-",33600,"2,894","11.61","25,345","1.33",700,2.08,852,NA,"코스닥","IT H/W",33600,1000,546480480000
"298","003620","쌍용차","-",3960,"-","-","5,619","0.7",0,0,1517,NA,"코스피","운수장비",3960,20,546279608160
"299","151910","나노스","-",4990,"-","-","69","72.32",0,0,993,NA,"코스닥","IT H/W",4990,360,543978088550
"300","005880","대한해운","-",21750,"5,186","4.19","27,104","0.8",0,0,1616,NA,"코스피","운수창고업",21750,300,531276462000
"301","024720","한국콜마홀딩스","-",29550,"1,683","17.56","17,540","1.68",185,0.63,1877,NA,"코스피","금융업",29550,1100,530096445300
"302","009450","경동나비엔","-",41550,"2,093","19.85","20,135","2.06",200,0.48,1715,NA,"코스피","전기전자",41550,-650,529326640500
"303","090460","비에이치","-",16800,"1,491","11.27","4,885","3.44",0,0,747,NA,"코스닥","IT H/W",16800,150,527180236800
"304","007570","일양약품","-",27500,"-","-","9,996","2.75",0,0,1664,NA,"코스피","의약품",27500,-100,523764560000
"305","086450","동국제약","-",57900,"4,505","12.85","29,683","1.95",520,0.9,715,NA,"코스닥","제약",57900,-100,514846800000
"306","010050","우리종금","-",756,"42","18","433","1.75",0,0,1727,NA,"코스피","금융업",756,38,509697774936
"307","108670","LG하우시스","-",56600,"6,794","8.33","98,558","0.57",1800,3.18,2084,NA,"코스피","화학",56600,-200,507570122000
"308","286940","롯데정보통신","-",35400,"-","-","-","-",NA,NA,2178,NA,"코스피","서비스업",35400,1000,505724400000
"309","004490","세방전지","-",35950,"4,843","7.42","63,549","0.57",400,1.11,1552,NA,"코스피","전기전자",35950,-400,5.033e+11
"310","006120","SK디스커버리","-",26100,"30,647","0.85","88,491","0.29",750,2.87,1628,NA,"코스피","금융업",26100,100,496888015500
"311","001520","동양","-",2070,"78","26.54","3,555","0.58",50,2.42,1403,NA,"코스피","비금속광물",2070,50,494076010410
"312","033660","아주캐피탈","-",8530,"908","9.39","12,221","0.7",1653,19.38,1922,NA,"코스피","금융업",8530,-30,490866441700
"313","300720","한일시멘트","-",117500,"-","-","-","-",NA,NA,2186,NA,"코스피","비금속광물",117500,2500,487033975000
"314","144510","녹십자랩셀","-",45900,"100","459","4,579","10.02",50,0.11,980,NA,"코스닥","기타서비스",45900,1500,484431078600
"315","023410","유진기업","-",6250,"1,223","5.11","9,411","0.66",150,2.4,121,NA,"코스닥","비금속",6250,-90,482012918750
"316","000990","DB하이텍","-",10850,"2,546","4.26","10,240","1.06",250,2.3,1368,NA,"코스피","전기전자",10850,150,481724679800
"317","112610","씨에스윈드","-",27600,"2,462","11.21","17,454","1.58",350,1.27,2089,NA,"코스피","기계",27600,500,477085734000
"318","023890","아트라스BX","-",52000,"11,180","4.65","28,757","1.81",400,0.77,128,NA,"코스닥","IT H/W",52000,100,4.758e+11
"319","060980","한라홀딩스","-",43750,"4,032","10.85","86,433","0.51",1350,3.09,1980,NA,"코스피","금융업",43750,750,472617731250
"320","064760","티씨케이","-",40400,"3,195","12.64","12,458","3.24",700,1.73,543,NA,"코스닥","IT H/W",40400,150,4.7167e+11
"321","002240","고려제강","-",23250,"1,185","19.62","68,324","0.34",350,1.51,1441,NA,"코스피","철강금속",23250,-450,4.65e+11
"322","006730","서부T&D","-",8960,"-","-","8,743","1.02",0,0,29,NA,"코스닥","유통",8960,110,464766014720
"323","053800","안랩","-",46400,"1,874","24.76","18,364","2.53",800,1.72,460,NA,"코스닥","IT S/W & SVC",46400,50,464642872000
"324","029530","신도리코","-",45900,"3,222","14.25","84,905","0.54",1650,3.59,1902,NA,"코스피","전기전자",45900,-1000,462673331100
"325","038500","삼표시멘트","-",4300,"338","12.72","5,890","0.73",50,1.16,280,NA,"코스닥","비금속",4300,-60,461635843900
"326","298050","효성첨단소재","-",103000,"-","-","-","-",NA,NA,2184,NA,"코스피","화학",103000,-1000,461434644000
"327","058820","CMG제약","-",4235,"-","-","929","4.56",0,0,504,NA,"코스닥","제약",4235,85,461137478340
"328","084110","휴온스글로벌","-",44150,"2,347","18.81","31,294","1.41",500,1.13,699,NA,"코스닥","금융",44150,-550,459349800850
"329","126560","현대에이치씨엔","-",4060,"395","10.28","5,928","0.68",50,1.23,2102,NA,"코스피","서비스업",4060,30,458278979760
"330","004430","송원산업","-",19050,"1,475","12.92","15,869","1.2",140,0.73,1549,NA,"코스피","화학",19050,-200,4.572e+11
"331","080160","모두투어","-",24100,"1,340","17.99","7,134","3.38",450,1.87,672,NA,"코스닥","기타서비스",24100,350,4.5549e+11
"332","217730","강스템바이오텍","-",21800,"-","-","1,428","15.27",0,0,1132,NA,"코스닥","제약",21800,550,453983626600
